Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
34.49726772511229,12.65565114916675,39.57766801952616,4.0826206329529615,587.9510539684005
31.92627202636016,11.109460728682564,37.268958868297744,2.66403418213262,392.2049334443264
33.000914755642675,11.330278057777512,37.110597442120856,4.104543202376424,487.54750486747207
34.30555662975554,13.717513665142508,36.72128267790313,3.120178782748092,581.8523440352177
33.33067252364639,12.795188551078114,37.53665330059473,4.446308318351434,599.4060920457634
33.871037879341976,12.026925339755056,34.47687762925054,5.493507201364199,637.102447915074
32.02159550138701,11.366348309710526,36.68377615286961,4.685017246570912,521.5721747578274
32.739142938380326,12.35195897300293,37.37335885854755,4.4342734348999375,549.9041461052942
33.98777289568564,13.386235275676436,37.534497341555735,3.2734335777477144,570.2004089636196
31.93654861844892,11.814128294972196,37.14516822352819,3.202806071553459,427.1993848953282
33.992572774953736,13.338975447662111,37.22580613162114,2.482607770510596,492.6060127179966
33.87936082480498,11.584782999535266,37.08792607098381,3.71320920294043,522.3374046069357
33.19033404372265,12.959226091609382,36.14466670004192,3.918541839158999,573.4158673313865
32.38797585315388,13.148725692056516,36.61995708279922,2.494543646659249,470.4527333009554
30.737720372628186,12.636606052000127,36.213763093698624,3.3578468423262944,461.7807421962299
32.12538689728784,11.733861690857394,34.8940927514398,3.1361327164897803,457.84769594494855
32.3388993230672,12.013194694014402,38.38513659413844,2.420806160901484,407.70454754954415
32.187812045932155,14.7153875441565,38.24411459434352,1.516575580831944,452.3156754800354
32.61785606282345,13.989592555825254,37.19050380039796,4.064548550437977,605.061038804892
32.912785111159785,11.365492025516154,37.60779252420698,4.599937357614995,534.7057438060227
33.50308725671972,12.87798369625634,37.44102133556604,1.559151939957077,419.93877483917913
31.53160448257291,13.378562784168984,38.73400628989712,2.2451477874052825,436.51560572936256
32.903250973372074,11.657575922065588,36.77260376125875,3.919302308553184,519.3409891307888
33.02933195350689,11.765812645482356,37.73852494557909,2.7217359920452187,423.17999168059777
33.54123131310037,12.78389178427502,36.430649621049305,4.6481993164286015,619.8956398616367
32.33598963740772,13.007819424388568,37.85177916943607,2.9963645262685388,486.83893476506273
33.110205057717764,11.982044994015611,35.293087754360506,3.923488745527437,529.537665336851
33.10543794246846,11.9650200029979,37.27781174207212,4.742577519573316,554.7220838330761
33.24190043446127,12.305417813429449,36.16364817104465,3.0623681453116887,497.5866713004408
33.46105629551836,10.869163814130363,35.62244242064545,3.471413452477678,447.6879065360587
32.175501237949376,13.387492105579696,35.69417498569782,4.343062915388998,588.7126055095755
32.72836000313375,13.1045072428758,38.87804050675985,2.8200972339734696,491.0732236795196
32.82030994541536,11.634893252550464,35.368626325363024,4.1245852967146535,507.4418323396168
33.61603789276768,11.936386499892285,38.76864099802668,3.6492861577147018,521.8835731664783
31.72165236050904,11.75502370305383,36.7657223578584,1.8473704233395083,347.77692663187264
32.8653271748764,11.984417523634924,37.0443614002997,3.4523885826307272,490.73863214395465
32.74936818112046,9.954975969174418,37.38831486719822,4.650491269094463,478.1703340540876
32.567230480275114,12.489013215743665,36.371479814068536,4.22243622534277,537.8461952695957
32.07054622092545,11.733106220383403,37.53429101112128,4.671275460906252,532.7517875818364
33.01954798572344,10.634561317920276,37.49669014561275,4.646119976606155,501.8744302842695
33.79203907501622,12.507525374016035,37.14286198458455,4.214495086037866,591.1971781805905
32.89398062181101,11.52987820576495,36.888086054199256,4.643258549800133,547.2443434159983
32.04448612744043,13.414934735851688,36.11243501077792,2.2586863869468434,448.22982918655
34.55576799465749,12.170525424959395,39.13109673366661,3.663105491283853,549.860590464497
34.56455770619167,13.146551432907062,37.33544589432572,3.8768751769237673,593.9150029682891
32.726784597863976,12.988510147185291,36.46200325853961,4.113226122724209,563.6728733601083
33.117218732994786,11.864126358942508,36.58272776540628,3.2025311992107337,479.73194908594513
31.66104982274608,11.398064190096813,36.59445670006827,3.1983992716849063,416.3583535799008
33.90022441401576,10.956790967791653,37.266878259420906,2.952668957921736,442.667251738628
34.18777482695728,10.320116255059194,37.45340510152358,2.0948917061051766,384.62657156940537
33.762069239131385,9.98451439654646,35.93344930095986,3.855471684564181,451.4574468676027
34.390163664343326,12.64519514084352,38.46832110587932,2.874596910303952,522.40414125956
33.92529660119954,11.588655423353044,35.25224202243303,3.3920504890738385,483.6733080190456
32.68822929602445,13.761532847115614,39.252930950406224,2.995761182613056,520.8987944502368
34.3018702154015,10.56829468563276,36.17312563197192,3.315224753915404,453.16950235469744
32.843930222655175,11.832286222863626,36.81401056250368,3.4719191365417483,496.650708068581
33.75499472831927,12.06415663219932,37.27122169250193,3.9705556280753487,547.3651405940458
33.879784289702826,12.495591602384836,38.05260975257308,4.639320331857263,616.8515229667128
33.07653560709715,9.607314687519166,36.49399254673739,5.0812100924911086,507.21256900067846
32.227299136367215,13.728627177429864,37.99702800956553,4.802630630523376,613.5993233689068
32.789772618310714,11.670065919118976,37.4087484767376,3.414688422504897,483.15972078451705
32.77260992960089,13.276313008175377,36.60077705432864,3.462298847460372,540.2634004105403
33.0787172146689,12.695789749023144,35.358444307206696,4.0017863457980845,553.6015346844503
32.80522040097184,11.835476087614284,36.375066106372905,3.4395905595500764,469.3108614953106
32.43075793005128,11.306232344673576,37.68040322813719,2.7795207192736093,408.6201878298378
33.15417578832186,11.887494133971662,36.265000697022046,2.6022871120328714,444.96655165329264
34.33589583979252,12.2289347111239,36.1571911511149,4.694322274442824,595.8228366992038
32.38625185558597,10.674653472691904,38.00658317947767,3.4015223445155094,418.1500810968496
32.808697592685014,12.817113090284248,37.03153921676629,3.8515788003584657,534.7771880994133
33.879744967981246,13.5878060830337,38.26035344266013,3.2581128828882795,578.2416050583772
32.04983939045731,12.238057349986248,38.730861735419545,3.1205689148169737,478.7193568742153
33.55520742143224,11.55182116621942,36.628834292811774,2.8379431640697987,444.2859074976437
33.14207932732039,11.433379933334455,35.89243163440533,4.470282584120024,544.7798637193824
32.597182659813626,10.889566863427978,38.21257083414733,4.442054329011167,488.7860610939056
33.167136876950536,11.928842093866267,36.91463331144087,3.164943995285113,475.759067788328
31.514737857801983,12.595671305072534,39.6003764658614,3.7517345520890513,489.8124879964614
34.59402114954151,10.947258584185183,35.883994387012145,3.159754443950926,462.8976361529081
33.50136982210362,13.898081993497067,37.0589128165069,4.130562809236324,596.4301726172282
32.40237101796123,10.875559548189257,37.78114255999947,1.9140899242311,338.3198626415221
34.65548567957988,10.33807269503854,36.15725594420065,4.396651901097084,533.5149352552407
31.80930031667919,11.63466821794247,36.182539282355286,5.113319474870623,536.7718993628412
33.87777930012253,12.517666287393077,37.15192066097144,2.669941624279581,487.37930601702914
34.44787143648077,10.607723870859086,36.81909551318471,3.3664637433729325,473.7289665129948
31.95630056052337,12.8288933950187,36.951616684246815,4.571213023779052,547.1259317471988
32.605583641570504,12.068816079691766,36.1050004999139,3.917451119136939,505.11334353985785
32.491446603122874,12.530357373542884,37.87521910003027,2.476139050596412,449.0703194428044
33.616018552595435,13.516284296962846,36.77312349371806,4.125584363255396,611.0000251040717
33.47160052695171,11.662263431208274,36.05024078202619,3.9972553776226674,515.8288148548279
33.710653059122684,13.664747875183544,37.72438615760942,1.3626740800013843,439.07476674164496
32.19772379742183,11.83023109487895,36.63385670229112,4.193324635532072,514.0889577465721
32.46121244511541,13.291143045352884,38.633625651583536,3.871003400176416,543.340166256701
33.790387206952126,11.942340869536071,38.06341358683893,4.081802694781509,521.1429518103512
34.18382052058911,13.349912944366531,37.827394227862136,4.252006105620936,614.7153338263417
32.288666909138946,12.020112091208748,39.07440021133697,3.911708668370663,507.39006178986654
33.826352009072124,12.084091730811036,35.89035795567322,3.021671821710012,495.2994425473087
32.49839307472945,13.410759184940549,35.990488954758504,3.1846186616208865,518.0645579840107
31.88540629991176,11.28193107410364,37.385317552778375,2.877224878259828,390.1032729724755
32.425697279750864,11.448901535513794,37.580190429177314,2.5869679851624765,420.7376732446372
33.43782956230187,12.595420346380534,36.26203180012439,2.96964022663276,492.1050523891852
31.3895854806644,10.994223919350974,38.074452419704535,3.4288599039280125,410.0696110599829
33.46869994900622,13.085505760060856,35.84582711383271,2.926940235492512,497.51368332936767
32.291756100263015,12.190474287309025,36.15246208860067,3.781823039343296,494.55186108657256
32.063774620313694,10.719149740628396,37.71250863884946,3.004742535925674,378.3309069068038
33.15569970295208,12.931550271647987,38.16643555663392,3.854473855602962,570.451725912857
33.35687434475742,13.452128959435642,38.5030088492416,3.318822278930893,549.0082269346927
31.85307480174657,12.149375491578276,37.32533422381936,3.361814624383144,459.285123462352
32.01230076824544,12.178331333996288,37.71598617762173,3.722561172893833,492.94505306595823
32.388451625505326,11.010482132400076,38.41504158153833,3.5435470501829984,424.7626355099111
32.65318145878372,11.60253219348616,37.309688770879504,2.789461516374708,422.4267758765091
32.93133644189654,12.732211588456623,35.600820549110864,5.4859767341605234,642.1015787311585
33.23560650069385,11.223368888365105,37.69230086128236,2.59418972057778,413.3717831104521
33.92579489547877,12.01102187657459,36.701052315547926,2.75342416875812,479.23109291159307
33.05926409135838,11.725910097840956,35.9990993016087,5.004820577490747,593.0772413447513
32.401731827354666,12.08930957243735,38.3099078951232,3.873337568743252,506.5473070543517
33.88994100692418,13.068638584182436,37.540520355122574,3.79872531905254,571.3074948754644
34.569381218693444,12.85499036656409,35.00748225744693,3.2927976625756474,576.311177371677
33.70160519868888,11.56402236806554,37.67321036564864,4.716104987209577,576.8025473995871
33.26833021768797,11.113329897404322,37.38794554263559,4.018726609737513,514.239520718957
31.35847719243701,12.809883473378116,36.5496679900966,3.637701279515837,495.1759504494754
33.01479221522831,11.761172325483107,37.57016384471318,3.834169666632599,514.3365582674006
31.57613197132227,12.579894173618062,37.09326487011031,4.531986606666632,541.2265839893283
32.657268594778124,11.957923064554109,36.63465232853774,4.106055151602658,516.8315566841785
34.709323296131586,10.651793783474174,37.14600652898046,3.2182653850978555,468.4457372274064
34.536659179877404,12.75207661096469,36.71413783923341,3.283663455404016,548.2803201983364
32.771715009701,11.540832436151051,37.52642102779245,2.924020724598205,431.6177337614297
33.70040045682241,11.924394923280015,37.24503246996753,3.90525030898213,552.9403454501056
32.43977025334846,12.4241304114395,38.94882502753235,4.920318406118319,573.3062222574563
34.31216699740784,11.810586764578169,37.41413357473937,2.473596120847858,452.62725499508304
32.45517628513712,12.759168978762087,36.599112354294384,4.131276648377654,542.7115581025776
33.540976791782235,11.85189083494272,37.42454792226391,1.7677307075942403,407.8040306356823
33.358398281424215,12.70368792886871,36.10091445210865,2.72410820200549,482.3535703213532
32.68612925611517,12.21525242490249,36.59436168489157,3.897115859957253,529.2300901235094
34.558294609144475,11.28144500356714,36.4944064828881,2.491671541288354,433.0487690958266
33.5477479443078,10.735362917985055,37.45837473122322,3.863425442205034,476.1914133494556
31.954903856634846,10.963131776054832,37.327282689879496,3.578633900393988,439.997879939927
31.066218161637597,11.735094549013706,36.59937399114725,3.9588922643660966,448.9332932076744
31.85125312860837,12.41896198100501,35.97765170714366,3.251741770306888,472.9922466667984
32.609282635640405,10.537307537840883,35.73055240228659,3.914384667246393,463.9235129903258
32.11511906601424,11.919242397939176,39.29404346247573,1.4435150746515455,350.0582001638452
33.924624809512075,11.911415556879856,38.27470219571764,2.910037916541069,460.06127739124327
33.477190403003306,12.488067002053029,36.51838358912681,3.3455709758422434,505.77114032295646
32.116400120928155,12.380694979552985,37.23200330765404,3.0895277822700096,463.484995404266
32.255901204449785,10.480506832694497,37.33866962178549,4.514122441132637,479.73193764530447
32.69239221858063,12.296517680733736,36.951555210501326,1.8258846690261428,424.18549428888633
32.384732659005124,10.86160419912899,36.584437621758106,3.993656512525085,465.8893127108669
34.3387293850918,10.716355140061571,38.3072040068692,2.6521583048512407,426.7752159856604
32.510217994444325,10.984835888186163,37.396497475332055,5.391275125020631,555.8925953881737
32.44952156114242,13.45772494051235,37.23880567308968,2.941410754428091,503.9783790525795
32.29464154956504,12.443047890439868,37.32784803784372,5.084861308602488,586.1558701804727
33.5985203185533,11.586319529181235,39.09462702670515,3.6043985602569495,512.8253581285203
34.56868084571511,11.378087087773377,38.304471191707776,3.7849321101304056,528.2238093680072
32.83810016055479,12.364341604455197,38.039109387074966,3.30918232804298,468.9135013219844
33.30188161463884,12.54248105078634,38.31136489758187,3.7685619627098967,536.4231045259343
30.879484344127498,13.280432242922114,36.93615937845674,3.585160635161344,490.2065999848547
